,job_ref,job_title,location,salary,description,type,extraction_date,salary_low,salary_high
801,['VAC - 64992'],Digital Analytics Manager ,London,£50000 - £65000 per annum + Additional Benefits,  Up to £65000  The Company Join one of largest retailers in the UK held at the heart of British culture as well as one of the first to become environmentally friendly The Role In this role you will be focusing on the com side of the business looking at behavioural data on web and apps You will lead best practice in digital analytics using Adobe Analytics You will: Key Skills and Requirements    Interested? Please register your interest by submitting your CV directly by applying to this advert       Define and deliver the digital analytics road-map and functions owning this landscape Identify and monitor emerging trends and opportunities through AB testing and multivariate testing Understand their customer and digital data behind this using SQL Advanced Adobe Analytics skills and SQL Provable analytics experience with a consumer internet product Experience successfully scaling Digital Analytics techniques eg Conversion Optimisation and Digital Marketing,Permanent,2019-10-24,50000,65000
802,['66051/LH'],HEAD OF MARKETING ANALYTICS,London,£80000 - £100000 per annum,"LONDON£80000-100000   A brand new role where you will lead a broad team of experts in digital and customer data for a sports streaming company : This company provides an online streaming service specifically for sporting events They are a global company who launched of the back of a large marketing agency and have rapidly expanded since : ""As the head of marketing analytics youll look after a team of 10-15 experts across web analytics digital media customer data and CRM Youll lead this team on a variety of projects and coach them in all of the above areas Youll need to come from a hands-on background and have good knowledge of broad digital and customer analytics It is a fast-paced environment where there is lots going on and youll be at the fore-font of showing the business how data can drive their success"" : - Line management experience with large teams and leadership ability in digital and customer analytics- Excellent knowledge of digital media web analytics customer data and CRM - Previous hands-on experience in one of these areas  AND : - Up to £100000 depending on experience- Competitive  scheme : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,80000,100000
803,['64899/HC'],Digital Analyst,London,£30000 - £45000 per annum,"  £30000 - £40000 This business within multivehicle services company with a large online customer base is in need of a  WHAT THEY DO ""The provide a range of on and offline services to customers all around Europe They have been around since the early 1900s and have a great reputation one of the big players"" ""WHAT YOULL BE DOING"" This role sits within the Data & Digital department and reports straight into the Digital Analytics Manager Your team work across analysis of digital marketing channels assets acquisition & rentention and in general all digital capabilities ""Within your product area youll work with your team and manager to identify opportunities for improvement across channel & campaign performance You will support with regular reporting in Google Analytics & Data Studio looking at content performance sales channels & device performance"" You will be integral for the stakeholders across the business to understand their online users and what works for them The ideal candidate will be happy comfortable & talented in data story telling  Google Analytics & Data Studio - proven experience using Google Analytics to assess users online digital performance to create reports and insights Excel - strong experience in Excel Ideally some CRO & UX experience too   or to enquire about other roles please contact Harriet Coleman at KEY TERMSIBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,30000,45000
804,['46477/AO'],UX Consultant ,London,£30000 - £45000 per annum,"   £30000-£45000    ""Unique chance to join Europes fastest-growing UX analytics vendors as the first (of many) UX consultants in the  hub Youll be responsible for advising clients on UX best practice managing the entire UK workflow and supporting the EMEA team with cross-continental projects""  As the first in the UK you will work closely with the Client Success & Product Development team on-site with customers advising them on best practice from an end-to-end UX perspective focused on design You will utilise your strong design skills in order to upskill and develop customers on best practice within the UX field    Please register your interest by sending your CV to Adam Osborne at  via the Apply link on this page KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser A consultative approach to UX and an ability to engage with internal and external stakeholders Strong expertise in UX design - experience with Sketch InVision Adobe preferred An understanding and passion for webdigitalUX analytics is advantageous A desire to work in a fast-paced dynamic environment for a rapidly expanding analytics vendor £30000-£45000 (dependent on experience)",Permanent,2019-10-24,30000,45000
805,['66003/LH'],MULTI-CHANNEL OPTIMISATION MANAGER ,London,£35000 - £40000 per annum,"NORTH WEST LONDON£40000   If you have experience in a web analyticsdigital optimisation role but are looking to broaden your skill set and become an expert in the area this could be the role for you : ""This is a huge home retail brand They are part of a larger retail group who put a huge emphasis on culture and youll be joining a team of specialists passionate about analytics and making change through digital insights"" : ""As a Multi-channel optimisation manager youll be looking after all online analytics and optimisation Youll be- Driving the CRO programme: developing strategy and ABMV testing roadmaps implementing tests and analysing results- Using test results and digital insights (Google Analytics - GA360) to provide recommendations to stakeholders on how best to improve online customer experience and conversion- Setting up tagging and tracking across the sites (GTM)- Using SQL to obtain data from BigQuery"" : You will have commercial experience in a digital analytics and optimisation focused position- Google Analytics: generating insights online- Google Optimize: running tests - Google Tag Manager: tagging and tracking across the site- SQLBigQuery  AND : - Up to £40000- Competitive  : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser SQL BigQuery Google Ads Google Adwords search ads 360 doubleclick ",Permanent,2019-10-24,35000,40000
806,['89778/HF'],THE COMPANY,London,£275 - £300 per day,Media PlannerBuyer 3-6 Months £275-£300 a day   An international content and marketing agency based in central  Through an end-to-end service they help brands create and market effective content  This role is for an experienced Media PlannerBuyer who is seasoned across programmatic social and search This is an exciting opportunity to work on a pilot test and media lab for a global client You will be primarily onsite at the client and have significant autonomy with all media planning and buying SKILLS AND EXPERIENCE  As a Media PlannerBuyer you will need to be:  Please register your interest by sending your CV to Hugh Fisher via the Apply Link on this page   Experienced with The Trade Desk or Appnexus Have a real capacity for test and learn environments and you must be able to build out audience cohorts Have a good understanding of the importance of data when it comes to strategic media planning Be comfortable across paid social and programmatic Comfortable working with third party data,Contract,2019-10-24,275,300
807,['63140/AO'],"Digital Analytics Lead - Tag Implementation  London £70,000-£90,000 ",London,£70000 - £90000 per annum,"Digital Analytics Lead - Tag Implementation   £70000-£90000   ""One of Europes most recognisable brands is seeking an implementation expert to lead cross-platform tagging and tracking delivery You will lead implementation across multiple touchpoints in order to optimise customer journeys across an advanced digital ecosystem""  As the Tag Management Expert you will lead tagging and tracking via the GA360 stack across desktop mobile and app platforms You will be a subject matter expert using Google Tag Manager from a technical and strategic perspective You will be comfortable working within a dynamic and cross-functional analytics function    Please register your interest by sending your CV to Adam Osborne at  via the Apply link on this page KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser Subject matter expertise in tag management solutions - DTM GTM Adobe Launch Ensighten Tealium Strong skills with web analytics solutions such as Google Analytics Adobe Analytics Snowplow Analytics AT Internet Experience using programming language tools such as SQL R Python £70000-£90000 (dependent on experience)",Permanent,2019-10-24,70000,90000
808,['68567'],Paid Media Lead,London,£35000 - £40000 per annum + benefits, £35000 - £40000 DOE  bonus   Are you a Paid Search and Social Specialist looking for a new challenge? I am looking for a  to join an online retailer to lead an exciting acquisition and re targeting project based in their  office You will be responsible for the management and optimisation of all paid media activity If you have been instrumental in driving digital transformation and growth through such channels for start-ups or retail in the past this role is well suited  A digital first retailer this company is primarily focused on grocery delivery They are currently having a huge transformation at present which will revamp the way in which and speed of deliveries for thousands of households across  and eventually nationally  As a  you will be fundamental in driving growth and retention solely through digital channels As such the successful candidate will aim to acquire and re target users through paid media activity Starting with strategy through to implementation testing and optimisation In addition will work with internal stakeholders to understand performance insights and delay this to the manager Key responsibilities include: : The successful  will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship   Developing strategy for Paid Search and Paid Social activity Implementing campaigns across Facebook Twitter Instagram and Google Ads Tracking audience journey throughout the process through Google Analytics looking at landing pages drop off points and bounce rates Liaise with the analytics team to obtain insights and relay such key performance metrics to senior stakeholders in house An undergraduate degree Demonstrable commercial experience driving growth or retention through digital media Devised executed and optimised omni-channel through Google and Facebook Advertising Tracked audience journey through Google or Adobe Analytics An autonomous and self-starting nature B2C experience is key ideally within the retail sector £35000 - £40000 plus bonus   Work for a growing online retailer and be fundamental in shaping their digital transformation,Permanent,2019-10-24,35000,40000
809,['67970/HF'],Senior Digital Analyst ,West Midlands,£330 - £360 per day," 3-month contract (likely extension) £330-£360 per day Midlands A digital agency is looking for a to join them and their globally known client to analyse all incoming data and present insights back to key stakeholders   In your role as a  SKILLS AND EXPERIENCE As a Senior Digital Analyst you will need to be:  Please register your interest by sending your CV to Hugh Fisher via the Apply Link on this page     Looking to increase retention and acquisition rates for customers on their digital platforms Translating reports into insights and offering your expert opinion on the appropriate action forward This will be delivered to a range of employees from both client and agency side Using Google Analytics SQL and data warehousing tools for a variety of functions Working tightly with the analytics team client-side to develop big data analytics projects Bringing a fresh outlook in the development of strategies to improve user experience Experienced in building databases using BigQuery or Amazon Redshift (or equivalents) Able to write requested SQL queries Experienced using Google Analytics to understand the flow of data into the website Experienced with either R or Python ""An excellent communicator and someone who is willing to take on a variety of tasks depending on the directors demand""",Contract,2019-10-24,330,360
810,['67737/BW'],"PAID SEARCH CONSULTANT  £40,000 - 50,000 + BENEFITS CENTRAL LONDON ",London,£40000 - £50000 per annum," Have you grown tired of the end-to-end paid search implementation process? Are you looking to use your paid search expertise to provide consultative advice to high profile clients? This digital marketing agency are looking for a paid search consultant to join their team :  This globally renowned digital marketing agency are passionate about providing their clients with marketing and advertising solutions derived from data insights  :  As Paid Search Consultant you will use your extensive paid search experience and understanding to provide strategic recommendations In specific you can expect to be involved in the following: :  The successful applicant will have the following skills and experience: :  :  Please register your interest by sending your CV to Beth Williams via the Apply link on this page NB This client does not offer sponsorship for candidates who are not permitted to work in the UK Frequently liaising with clients to understand their business requirements ""Using expertise to create a paid search strategy in line with your clients requirements"" Using Google Analytics to monitor campaign performance and gain valuable insights Reporting insights to a range of stakeholders using Excel or Tableau Upselling other digital channels as and when necessary specifically programmatic or paid social An undergraduate degree Previous commercial experience in end-to-end strategy creation implementation and optimisation of paid search campaigns Proficient in the use of SA 360 Proven experience communicating with a range of stakeholders within a business environment Paid social or programmatic experience is beneficial Base salary of up to £50000   Extensive learning and development opportunities Opportunity to work with a range of high-profile clients A collaborative and social work environment",Permanent,2019-10-24,40000,50000
811,['6485511'],Senior PPC Account Executive,London,£35000 - £40000 per annum + bonus + benefits," £35000 - £40000   This is great opportunity to work with a market leading agency as a  within their  office whereby you will be responsible for optimising the performance of all digital marketing channels If you are passionate about the entertainment industry have hands on PPC and insights and are looking for an opportunity in a relaxed culture; this role is well suited  ""Specialising in multiple channels across digital marketing this agency is focused on delivering quality solutions to its clients The UK office is a relatively new addition to the company so it still retains a start-up feel despite its rapid growth over the last few years The founders are also industry experts as such offer a great training scheme as well as withhold a good reputation""  As a  you will report straight into the Biddable Manager and be the sole individual responsible for the end to end process of Paid Search campaigns for your designated accounts As such will analyse consumer journey set up PPC ads accordingly and obtain insights on the effectiveness post implementation Post-implementation you will be required to analyse the performance of such campaign and derive insights from this to improve ROI : The successful  will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship Liaise with stakeholders internally to understand the clients requirements and implement plans relative to this Set up and optimise campaigns through Google Adwords  Plan and Implement Google Shopping Campaigns Track consumer journeys through Google Analytics  Extract manipulate data and obtain insights through Excel Measure the effectiveness of campaign performance through DoubleClick An undergraduate degree Commercial experience working within PPC  Proficient in Google Adwords Google Analytics and Google Shopping Data manipulation exposure with Excel Tableau or SQL Bid management experience £35000 - £40000 plus  Work for a reputable media agency Learn lots",Permanent,2019-10-24,35000,40000
812,['68610/KS'],DIGITAL ANALYST,"City of London, London",£30000 - £45000 per annum,£35000 - £45000LONDON This reputable agency who pride themselves on specialising in digital and consumer insights are seeking a digital analyst : This culture-driven and agile agency are looking for a digital analyst to assist on their online measurement extensive research focusing on both qualitative and quantitative research and devising a strategy for their reputable worldwide clients : The Digital analyst will focus on end-end analytics for their clients reporting on insights data storytelling online measurement research and overall strategy : You will likely have the following experience: : Up to £40000 : Please register your interest by sending your CV to Kirsten Swanepoel via the Apply link on this page KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser   You will be responsible for delivering insights on digital activities and website performance as well as providing actions to implement insights specifically focusing on acquisition and retention of customer You will be working with several different teams and collaborate on strategies You will track the success of campaigns across digital marketing and the website and give concise reports using bespoke tools Commercial experience with visualisation reporting and optimisation tools Proven web analytics experience - Google AnalyticsGA360 Adobe Analytics Strong numerical skills Excellent stakeholder management skills,Permanent,2019-10-24,30000,45000
813,['6779411'],Ad Operations Specialist (FTC),Hertfordshire,£45000 - £50000 per annum + benefits," Greater London £45000 - £50000  bonus   A fantastic opportunity to work with a reputable retailer as an Ad Operations Specialist whereby you will be responsible for devising the strategy for clients across the marketing sphere as well as acting as the main technical point of contact for clients If you have a strong technical background in ad operations and have some knowledge of audience segmentation and re targeting then this is a well-suited opportunity  ""Specialising in multiple channels across digital marketing this company has an in-house media team that act as an agency to brands that they represent Such team was formed several years ago and is continuing to grow as well as become more specialised As such still retains a tight knit start-up feel despite belonging to a large organisation If you are hoping to have a well-known brand on your CV this is a""  As an Ad Operations Specialist you will be responsible for the end to end process of ad campaigns As such you will develop the strategy traffick and optimise the campaigns to ensure the ads are displaying on the site correctly Equally utilising other display advertising methods such as Criteo Sponsored Products (CSP) to target users in real times and increasing sales conversions and improving ROI ""The Ad Operations Specialist will also liaise with clients on a regular basis to ensure the agreed SLAs are achieved Thus the key responsibilities include but are not limited to:"" As such key responsibilities include: : The successful Ad Operations Specialist will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship Plan manage and traffick ad campaigns through Google Ad ManagerDFP and Criteo Sponsored Products (CSP) Build audience segments within the ad-server and develop re targeting strategy relative to this Optimise campaigns in flight Conduct post campaign analysis Create QA and troubleshoot tags through JavaScript HTML or GTM Work with clients direct and internal stakeholders daily An undergraduate degree Proven experience within Ad Operations ideally in a publisher with hands on experience with DFPGoogle Ad Manager Experience or a knowledge of CSP or other display platforms such as GDN is preferred A knowledge of audience re targeting through DSPs such as DV360 Liaised with clients and stakeholders in a technical capacity Tag management tools such as Tealium Ensighten or GTM preferable QA with tools such as Charles £45000 - £50000 plus  Work for a reputable retailer with industry experts who love what they do",Permanent,2019-10-24,45000,50000
814,['677941'],Ad Operations Specialist (FTC),Hertfordshire,£45000 - £50000 per annum + benefits," Greater London £45000 - £50000  bonus   A fantastic opportunity to work with a reputable retailer as an Ad Operations Specialist whereby you will be responsible for devising the strategy for clients across the marketing sphere as well as acting as the main technical point of contact for clients If you have a strong technical background in ad operations and have some knowledge of audience segmentation and re targeting then this is a well-suited opportunity  ""Specialising in multiple channels across digital marketing this company has an in-house media team that act as an agency to brands that they represent Such team was formed several years ago and is continuing to grow as well as become more specialised As such still retains a tight knit start-up feel despite belonging to a large organisation If you are hoping to have a well-known brand on your CV this is a""  As an Ad Operations Specialist you will be responsible for the end to end process of ad campaigns As such you will develop the strategy traffick and optimise the campaigns to ensure the ads are displaying on the site correctly Equally utilising other display advertising methods such as Criteo Sponsored Products (CSP) to target users in real times and increasing sales conversions and improving ROI ""The Ad Operations Specialist will also liaise with clients on a regular basis to ensure the agreed SLAs are achieved Thus the key responsibilities include but are not limited to:"" As such key responsibilities include: : The successful Ad Operations Specialist will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship Plan manage and traffick ad campaigns through Google Ad ManagerDFP and Criteo Sponsored Products (CSP) Build audience segments within the ad-server and develop re targeting strategy relative to this Optimise campaigns in flight Conduct post campaign analysis Create QA and troubleshoot tags through JavaScript HTML or GTM Work with clients direct and internal stakeholders daily An undergraduate degree Proven experience within Ad Operations ideally in a publisher with hands on experience with DFPGoogle Ad Manager Experience or a knowledge of CSP or other display platforms such as GDN is preferred A knowledge of audience re targeting through DSPs such as DV360 Liaised with clients and stakeholders in a technical capacity Tag management tools such as Tealium Ensighten or GTM preferable QA with tools such as Charles £45000 - £50000 plus  Work for a reputable retailer with industry experts who love what they do",Permanent,2019-10-24,45000,50000
815,['677371'],Senior Paid Search Consultant,"City of London, London",£40000 - £50000 per annum + benefits,London £40000 - £50000 DOE   This is a fantastic opportunity with an analytics consultancy as a  Essentially you will be accountable for advising clients on how to optimise their paid search and digital strategies If you have a good understanding of the Paid Search landscape but are tired of the day to day campaign implementation and would like to utilise such knowledge to generate a commercial difference this is the opportunity for you  As a growing digital analytics agency this organisation specialises in assisting their clients to gain the best insights from their data to increase marketing and advertising performance In addition their presence an international scale provides the opportunity for the successful candidate to have a one-week crash course in Paris; to obtain hands on exposure to Adtech and Martech from industry experts  As a  you will be responsible for conversing with clients to establish what methods they currently use and decipher the problem From this the successful candidate will provide the relevant strategy and any advice the client may need The technological solutions are built in Paris but you will be required to report on the solutions effectiveness and troubleshoot any issues : The successful  will be:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page Propose digital solutions to clients based on their requirements primarily focused on Paid Search Cross and upsell other digital channels where necessary (namely programmatic or paid social) Track user journey through Google Analytics to monitor campaign performance and troubleshoot any issues Present insights through visualisation tools such as Excel PowerBi or Tableau Educated to a degree level  Hands on experience developing and implementing paid search strategy through Google and Bing ads An understanding of web analytics tools such as GMP Google Analytics Adobe Analytics or Google Tag and data visualisation tools Prior client-facing experience is essential Motivated to develop their skillset and become a digital expert £40000 - £50000 DOE plus  Have exposure to multiple verticals of the Digital space Work for a reputable and growing consultancy,Permanent,2019-10-24,40000,50000
816,['65010/EP'],COMMERCIAL ANALYICS MANAGER ,London,£50000 - £55000 per annum + benefits and pension,"HEALTHCARE TECH- EMERGING MARKETSCENTRAL LONDON£50000-55000 A tech company working in the healthcare space to make healthcare more accessible in emerging markets are looking to add a pivotal position to their global analytics team  ""This company has been going for about 10 years and have huge investment from private equity houses as well as large corporates in the industry They provide a range of health products and services to a market segment that otherwise wouldnt have access through technology""  If you were to be successful in your application for this Commercial Analytics Manager your responsibilities would include: SKILLS AND EXPERIENCE In order for your application for the Business Intelligence Business Analyst role to be successful you will need;  If you are interested in this Commercial Analytics Manager role please apply via this site  SQL Analysis Commercial Power BI Tableau Excel Analysis on sales metrics and segmentation of leads- using this to provide recommendations around sales agent performance customer segmentation and developing and optimising customer acquisition strategies Unit economics - maintain and improve the unit economics models to better understand customer behaviour profit drivers profitability of certain markets and areas for improvementgrowth Reporting - maintain and develop regional reporting processes Planning - manage budget and forecast models for different markets Data improvement - work with distribution partners to secure and maintain access to lead data sets and support with global data improvement initiatives alongside Finance and BI teams Ad-hoc analysis - ad-hoc analysis and project work to source and analyse new data sources and improve use of existing data sets Excellent ability with SQL pull and analyse data as well as a good understanding of databases Strong experience in either SAS or R as well as strong Excel A knowledge of one of the reporting tools such as Power BI Tableau Looker etc A commercial mindset- the manager really wants someone in this role who is curious and interested in using data to solve business problems and make a difference in a global business Strong presentation skills and the ability to disseminate technical data to non technical audiences",Permanent,2019-10-24,50000,55000
817,['65241/MC'],DATA ANALYST ,"Cambridge, Cambridgeshire",£30000 - £35000 per annum, CAMBRIDGE £30000-35000 An exciting opportunity has arisen to work for an innovative technology company and be part of their growing analytics team You will be gathering business requirements from key stakeholders and helping them to visualise the results using a mixture of SQL and PowerBI This is an incredible opportunity to work as part of a rapidly developing team whilst developing your visualisation skills  This is tech savvy company provides off the grid energy to rural places they are extremely data driven using it to drive business decisions They are having to expand their analytics team due to the increasing demands They have invested hugely within their analytics team and are looking someone to help liaise with the technical and non-technical stakeholders using Tableau and SQL It is the perfect opportunity to access lots of information and to see how an innovative company uses their data and it is a great opportunity to progress your career  As a Data Analyst your responsibilities will include: SKILLS AND EXPERIENCE   Working on several projects simultaneously Extracting data and learning about creating reports Working across teams to deliver self-service interactive and insightful dashboards using PowerBI Using SQL for querying manipulate and extract data Degree in a quantitative subject Experience using a visualisation tool Strong commercial experience using SQL to query and manipulate data Good communication skills and the ability to liaise with stakeholders from a non-technical background Please register your interest by sending your CV to May Campbell via the Apply link on this page,Permanent,2019-10-24,30000,35000
818,['66123JP'],"DATA ANALYST (CONTRACT) £300 - 400 PER DAY, 3 MONTHS CENTRAL LONDON",London,£300 - £400 per day, A trailblazing company responsible for a Tech Platform behind a world-renowned fashion brand is looking to add a Data Analyst to their large business-centric team The successful Data Analyst will be dedicated to exploratory analysis of their datasets to identify issues within the customer experience : This is company created a pioneering platform on which to provide fashion retail across the world and through being on the cutting edge of Data & Analytics have succeeded in being a leader in their field Now they continue to invest in ensuring that they fully understand their customers and are able to give them the most positive shopping experience possible : As a Data Analyst you will be analysing customer data to help categorise and segment the customers You will be required to identify where customers have been categorised incorrectly and why In specific you can expect to be involved in the following: : The successful Data Analyst will have the following skills and experience: Experience of working within AWS would be highly desirable : The successful Data Analyst will receive between £300 and £400 per day over an initial 3-month period : Please register your interest by sending your CV to Joseph Pyne via the Apply link on this page Analyse large datasets in SQL and writing SQL queries to pull out the data as required Defining the data correctly and understanding how it represents the various groups Performing exploratory analysis to discover errors and outliers within the dataset Developing an understanding of how these errors have occured and feeding that back to the Product Team Strong commercial experience working with customer data Highly skilled at querying with SQL Excellent skill performing exploratory analysis to discover errors within data An inquisitive nature capable of discovering why errors occur,Contract,2019-10-24,300,400
819,['44691/DM5'],THE COMPANY ,London,£40000 - £70000 per annum, This modern organisation is looking for is looking for developers to join their business and take their services to the next level They want someone to work across multiple new platforms and technologies to create a powerful set of micro-services that is consistent usable reliable and performant   In this role  SKILLS AND EXPERIENCE   Please register your interest by sending your CV to Daniel Moss via the Apply link on this page Hands on in architecting systems and applications  Building Data PipelinesData Lakes Design smart ways of storing and displaying complex data Writing well-structured code Developing new ways to improve business productivity For this role you will need good knowledge of one of - Python Java Node or React Experience with AWS Snowflake or any other cloud technology would be beneficial but not a must Experience of working in an agile environment Up to £70k Salary  Competitive pension scheme Good holiday package,Permanent,2019-10-24,40000,70000
820,['59764/JB'],Python Developer - Data Science,London,£40000 - £60000 per annum + Bonus,"  Up to £60000  Bonus This is your chance to work for a global company who empower consumers and clients to manage data with confidence so they can maximise every opportunity They are looking for a strong Python Developer to join their dedicated research and development team If you are looking for a role where you can achieve up-skilling in all of Python Development Data Science and Data Engineering whilst working in a culture of collaboration achievement and respect then this is the role for you   : This company has been around for more than 125 years and have helped consumers and clients prosper and economies and communities flourish They are 16000 people large and are not planning to stop growing : Your role working as a Python Developer will be within their talented Engineering team comprising of data scientist engineers and managers They have the mentality and drive of a start-up with the backing of a resourceful corporation Your responsibilities will include: YOUR SKILLS & EXPERIENCE: What your role as a Python Developer will require: : The salary for your role as a Python Developer is up to £60000 : Please register your interest by sending your CV to Jessica Boss via the Apply link on this page Writing high quality clean code in Python ""Automate their end to end ETL pipelines databases and APIs"" Design and architect the delivery process for their products Develop releases using Jenkins and Openshift Implement deliveries of Machine Learning models Expertise in Python Excellent communication skills Good knowledge of Software engineering Principles Use of Git Understanding of CICD Experience working with Docker and Kubernetes Experience with Automation ""Exposure to REST APIs and web frameworks (eg Flask Django)""",Permanent,2019-10-24,40000,60000
821,['69357/AG'],Data Engineer £600- £650 p/d3-month contract  Central London,London,£600 - £650 per day,Data Engineer £600- £650 pd3-month contract  Central  As a Data Engineer you will be building robust pipelines in Python using Spark and Airflow for a leading fin tech : As a Data Engineer you will be working for a trendy financial client who have a number of credit card products They have partnerships with leading retailers and have a number of prime and sub-prime products You will be working in an agile delivery team alongside other Data Engineers helping to build robust data pipelines You will be based in modern central  office where you will be working in a close-knit team As a Data Engineer you will be working in an agile and collaborative environment : As a Data Engineer you will you will be heavily involved in not only ETL development using Python Therefore as a Data Engineer you must be extremely skilled in Python and if you have exposure to Python libraries such a NumPy this is valuable Alongside building robust Python code as a Data Engineer you will also be using Big Data technologies such as Spark so most have good commercial experience with Spark You will be working in an AWS environment and therefore must be very familiar with this cloud platform as a Data Engineer As a Data Engineer you should familiar with key AWS services such as S3 but commercial use of Airflow as a scheduling tool is desirable as you will be using this tool in your project Not only Airflow but experience with tools such as Docker and CICD is desirable in building pipelines As a Data Engineer you will also be liaising with business stakeholders and therefore must be a good communicator as there will be some client facing aspects of the role   : The successful Data Engineer will have the following skills and experience: :   : Please register your interest by sending your CV to Anna Greenhill via the Apply link on this page     Extensive experience with Python Good use of Spark  Very good understanding of AWS including S3  Commercial use of Airflow Understanding of tools such as Docker in CICD Experience in a client facing role A very competitive day rate ,Contract,2019-10-24,600,650
822,['VAC-57101'],Lead Solutions Architect ,London,£50000 - £70000 per annum + Additional Benefits,   Up to £90000  The Company  Work within a relaxed environment to tackle the most complex and stimulating data problems in the industry You will be working with the largest household names in the UK to deliver the next generation of data lakes a group wide data warehouse and data services to influence decision making  The Role In this role you will have exposure to a vast technology stack including AWS Python R Scala and more delivering solutions to millions of customers in an agile environment You will: Key Skills and Requirements    Interested? Please register your interest by submitting your CV directly by applying to this advert Work in collaboration with other architecture teams to enhance solution designs and deliver flexible designs that enable the engineering teams Find and identify opportunities in new and upcoming technologies Work carefully with technical designersdata modellers Skilled and experienced solution architect delivering best class solutions Hands on experience of modelling languages tools and infrastructure Good influencing skills and communication skills relaying technical information back to non-technical people,Permanent,2019-10-24,50000,70000
823,['66130/RV'],DATA ANALYST,London,£24000 - £40000 per annum + benefits, £24000-£40000  LONDON Do you want the opportunity to work within a huge and well-known retail company? Are you looking to get stuck in and work with large amounts of data? Then this could be the perfect role for you :  The company are a well-known brand that are looking to expanding their Pricing and Promotions team which focuses on Food Marketing The team is going through a transformation which makes joining now an exciting opportunity to join If you are interested in retail and come from a (online) data rich environment - this is for you :  As a Data Analyst your responsibilities will include: :  An ideal candidate will have the following skills and experience: : The successful Data Analyst candidate will receive a salary dependent on experience between £24000 to £40000  On top of the salary there are a number of fantastic extra  a candidate can receive such as :  Please register your interest by sending your CV to Ria Verma via the Apply link on this page Extracting and manipulating the data using SQL Analysing pricing sales market information data Providing insight back to teams within the business to inform strategy A degree in a STEM subject from a top-tier university Commercial experience using SQL Proven experience using a visualisation tool (they currently use Power BI) Excellent communication skills Opportunity to get stuck into an innovative and fast-paced environment Being a major contributor to the growth of the company Fun and sociable team,Permanent,2019-10-24,24000,40000
